Id,Text,BeginPosition,EndPosition,BeginTime,EndTime,Confidence,SpeakerConfidence,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Annoyance,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Confusion,Contemplation,Contempt,Contentment,Craving,Determination,Disappointment,Disapproval,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic Pain,Enthusiasm,Entrancement,Envy,Excitement,Fear,Gratitude,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Sarcasm,Satisfaction,Desire,Shame,Surprise (negative),Surprise (positive),Sympathy,Tiredness,Triumph,1,2,3,4,5,6,7,8,9,toxic,severe_toxic,obscene,threat,insult,identity_hate
unknown,"Hi, Sarah.",0,10,2.341055,2.8172019,,,0.04945938661694527,0.04136615991592407,0.03616505488753319,0.06413184106349945,0.0003776345984078944,0.004265891388058662,0.0007642070995643735,0.019808979704976082,0.0241012554615736,0.02314930036664009,0.5539796948432922,0.025371339172124863,0.010553309693932533,0.025237688794732094,0.015868065878748894,0.1756419539451599,0.000713955843821168,0.004403427243232727,0.0010404770728200674,0.0021394609939306974,0.0006940824678167701,0.0003849636414088309,0.001960278023034334,0.0040372926741838455,0.0018327080179005861,0.0027497909031808376,0.10835039615631104,0.01613250933587551,0.0010469401022419333,0.04547599330544472,0.0002234896965092048,0.035905782133340836,0.0003401639696676284,0.00014494609786197543,0.3105141818523407,0.15013228356838226,0.04159892722964287,0.016921397298574448,0.0001778310543159023,0.01553720235824585,0.02988635003566742,0.01299136783927679,0.009374049492180347,0.00042910658521577716,0.009181799367070198,0.11692818999290466,0.0017397014889866114,0.0008286167867481709,0.005235161166638136,0.08743279427289963,0.008358830586075783,0.0015577051090076566,0.010661403648555279,0.0004874308651778847,0.0004733809328172356,0.0008701870683580637,0.0031211343593895435,0.4689065217971802,0.22067880630493164,0.09663442522287369,0.07212463766336441,0.0809675008058548,,,,,,
unknown,How are you doing today?,11,35,3.0552752,3.7694952,,,0.030920768156647682,0.0251496322453022,0.034375615417957306,0.03146534785628319,0.00035889766877517104,0.0032243942841887474,0.0015848636394366622,0.009394031949341297,0.01485257875174284,0.020197059959173203,0.43738022446632385,0.04020334407687187,0.008579236455261707,0.06228973716497421,0.013471636921167374,0.14900092780590057,0.003070679260417819,0.009770940989255905,0.0013061920180916786,0.0022374570835381746,0.000775011139921844,0.0006377525278367102,0.004374543204903603,0.002538308734074235,0.0010903601069003344,0.007458923850208521,0.15364967286586761,0.011954430490732193,0.0011431713355705142,0.043646980077028275,0.00037548638647422194,0.027925703674554825,0.0007139138760976493,0.0001484793465351686,0.6574158668518066,0.08621986210346222,0.035976655781269073,0.012319936417043209,0.00027548574144020677,0.009626854211091995,0.013778450898826122,0.005720624700188637,0.0053491913713514805,0.0006705005653202534,0.004285414237529039,0.09224013239145279,0.0016799615696072578,0.0008074170909821987,0.003577250987291336,0.0346352644264698,0.01967872865498066,0.0016071137506514788,0.004607164300978184,0.0005592610687017441,0.0005176973645575345,0.0009148236713372171,0.0028380071744322777,0.24396759271621704,0.2839275300502777,0.18396656215190887,0.1301843374967575,0.10951930284500122,,,,,,
unknown,I'm good.,36,45,4.007569,4.245642,,,0.03681812807917595,0.02998257242143154,0.03795226290822029,0.030111627653241158,0.00033123668981716037,0.002534671686589718,0.001969679491594434,0.009672589600086212,0.010548354126513004,0.01244684774428606,0.47021031379699707,0.03378186374902725,0.005739567335695028,0.05933651328086853,0.016561150550842285,0.2985229194164276,0.003907233010977507,0.01274037268012762,0.0010468102991580963,0.0020779594779014587,0.0007900680066086352,0.00061935861594975,0.004151609260588884,0.005594965536147356,0.0007640172261744738,0.00740556325763464,0.22515030205249786,0.012024320662021637,0.001069232472218573,0.06695244461297989,0.0004147323197685182,0.044872671365737915,0.0006111323600634933,0.0001349445665255189,0.5633453130722046,0.14773701131343842,0.05011937394738197,0.009567216970026493,0.0002906150184571743,0.01445087045431137,0.012087393552064896,0.016142791137099266,0.005931595806032419,0.0005277088494040072,0.0034163680393248796,0.20156261324882507,0.0022561161313205957,0.0006739309756085277,0.002470372011885047,0.03891368955373764,0.020444093272089958,0.0023189738858491182,0.009469481185078621,0.0005595149123109877,0.000725633988622576,0.0011636462295427918,0.002904410008341074,0.08563830703496933,0.2131212204694748,0.2845415472984314,0.2602963149547577,0.18450884521007538,,,,,,
unknown,Thanks.,46,53,4.4043574,4.4837155,0.9975586,0.46867514,0.07340612262487411,0.04804482311010361,0.08296453207731247,0.01975991018116474,0.00022429664386436343,0.0022597580682486296,0.001667991979047656,0.013379485346376896,0.010249719955027103,0.011339864693582058,0.4647289514541626,0.03930157423019409,0.0061517986468970776,0.06946641951799393,0.014683564193546772,0.3443159759044647,0.004528135061264038,0.012376736849546432,0.0010791850509122014,0.0015461290022358298,0.0005778730846941471,0.0005624255863949656,0.00380610185675323,0.004926609341055155,0.0007992155151441693,0.005941181443631649,0.22295936942100525,0.016761455684900284,0.0008200029260478914,0.05661853402853012,0.00035023310920223594,0.3132723271846771,0.0004788608057424426,9.665379911893979e-05,0.6095926761627197,0.1503283977508545,0.056889865547418594,0.010973906144499779,0.0002811544400174171,0.013042165897786617,0.01207651011645794,0.025335991755127907,0.006340203806757927,0.0005656565190292895,0.0040519810281693935,0.2683236598968506,0.0018902773736044765,0.0005041884141974151,0.0017409800784662366,0.04833279550075531,0.01556025817990303,0.0018389199394732714,0.009007886983454227,0.0007100100046955049,0.0009176618186756968,0.0013261055573821068,0.0029717502184212208,0.07940545678138733,0.19221054017543793,0.27387887239456177,0.2795043885707855,0.21304956078529358,,,,,,
unknown,How are you?,54,66,4.721789,5.118578,,,0.05457313731312752,0.035604942589998245,0.05912255868315697,0.01708298735320568,0.0002719299809541553,0.00243985909037292,0.002838553860783577,0.010302918031811714,0.012100358493626118,0.011519204825162888,0.4345076382160187,0.05100114271044731,0.008745737373828888,0.0920787826180458,0.013348470441997051,0.24401172995567322,0.00528807332739234,0.01699831150472164,0.00113619992043823,0.001836775685660541,0.0006598691688850522,0.0008249265956692398,0.006697827484458685,0.0036043236032128334,0.000838282925542444,0.009861483238637447,0.21550551056861877,0.014660818502306938,0.0008300735498778522,0.05348166450858116,0.0006030463264323771,0.19728486239910126,0.0006334601202979684,0.0001315277477260679,0.729468822479248,0.10210229456424713,0.04866517707705498,0.008855713531374931,0.0003401532885618508,0.00997865665704012,0.010747304186224937,0.01970645971596241,0.006022145040333271,0.0006571808480657637,0.0038269637152552605,0.18587028980255127,0.0021313324104994535,0.0005793258897028863,0.0022168257273733616,0.041460491716861725,0.024936843663454056,0.0018437773687765002,0.006583324167877436,0.0006952417315915227,0.0008589672506786883,0.0012717811623588204,0.002966078696772456,0.08516310155391693,0.20281866192817688,0.27235016226768494,0.2707923352718353,0.20523402094841003,,,,,,
unknown,I'm good.,67,76,5.436009,5.832798,,,0.0585700161755085,0.042440712451934814,0.05484458804130554,0.016265759244561195,0.0002498418907634914,0.002291457261890173,0.0028500184416770935,0.010345470160245895,0.011379051953554153,0.010150701738893986,0.4911152124404907,0.044546350836753845,0.007483379915356636,0.08284293860197067,0.013064155355095863,0.3189004957675934,0.004815534222871065,0.018366655334830284,0.0008890784229151905,0.0015288926661014557,0.0005251744296401739,0.0007407385855913162,0.005558519624173641,0.004322306718677282,0.0006503781187348068,0.009824481792747974,0.23420697450637817,0.013933960348367691,0.0008451319299638271,0.056919164955616,0.0005238961894065142,0.17357754707336426,0.0004834952123928815,9.644811507314444e-05,0.6610669493675232,0.12548640370368958,0.06226982921361923,0.007844580337405205,0.0003527834196574986,0.014815711416304111,0.010605460032820702,0.025702394545078278,0.0070730289444327354,0.0005885017453692853,0.003559777047485113,0.23094044625759125,0.0023695980198681355,0.00048495561350136995,0.0017838954227045178,0.04078860580921173,0.025611627846956253,0.0020921630784869194,0.008559844456613064,0.0007554059848189354,0.00098939158488065,0.0013961902586743236,0.0029332025442272425,0.06277520954608917,0.15614628791809082,0.26992267370224,0.3056749999523163,0.25529319047927856,,,,,,
unknown,I'm gonna jump right into our first question.,77,122,6.3883023,8.2135315,,,0.024198118597269058,0.014413137920200825,0.023515649139881134,0.007345227524638176,0.00042937358375638723,0.005540674552321434,0.01647559553384781,0.006542116869240999,0.01639438606798649,0.013052607886493206,0.5530703663825989,0.19257691502571106,0.01538191270083189,0.13969437777996063,0.01332401018589735,0.20795300602912903,0.0036228476092219353,0.11831876635551453,0.0010385069763287902,0.0019303549779579043,0.0004976439522579312,0.002354616764932871,0.020421888679265976,0.002224511466920376,0.0007097130292095244,0.0074654025956988335,0.29647448658943176,0.011353232897818089,0.0004049845156259835,0.08383281528949738,0.0025479309260845184,0.19208386540412903,0.0006376786041073501,0.00011909033491974697,0.6812627911567688,0.045246630907058716,0.01927611604332924,0.0025886937510222197,0.0004158700758125633,0.01560012437403202,0.01577504724264145,0.03760999068617821,0.0029497086070477962,0.0004869401454925537,0.004201606847345829,0.16290488839149475,0.0012161147315055132,0.0004985121195204556,0.002272725338116288,0.03742420673370361,0.015455354005098343,0.006447318941354752,0.01396656222641468,0.0008073378121480346,0.0009630142594687641,0.0013649817556142807,0.0030667008832097054,0.08948185294866562,0.19720235466957092,0.2666619122028351,0.2699962556362152,0.21436849236488342,,,,,,
unknown,So can you tell me how you would perform pre t on a binary tree?,123,187,8.863636,12.836363,,,0.03399225324392319,0.016119634732604027,0.034456733614206314,0.012174492701888084,0.000358822027919814,0.004158728756010532,0.02538449317216873,0.007564432453364134,0.031425561755895615,0.010395415127277374,0.3293006122112274,0.26811736822128296,0.03539900854229927,0.22740031778812408,0.012089365161955357,0.12184811383485794,0.006486988160759211,0.22733868658542633,0.0013690104242414236,0.002200897317379713,0.0004969063447788358,0.002863449975848198,0.058540355414152145,0.0024554398842155933,0.0017053131014108658,0.011612934991717339,0.3348451852798462,0.01914704032242298,0.0008666046778671443,0.08230462670326233,0.005118364468216896,0.09742563962936401,0.0011843678075820208,0.0001870001869974658,0.7693124413490295,0.0351126492023468,0.02015446126461029,0.0029846823308616877,0.0006363886641338468,0.02835184335708618,0.013464064337313175,0.012039518915116787,0.00495472177863121,0.0006921552703715861,0.006224857643246651,0.1067364513874054,0.0022625753190368414,0.0010903084184974432,0.002239265013486147,0.025637580081820488,0.021348387002944946,0.0036413429770618677,0.015809092670679092,0.0010687089525163174,0.0015190142439678311,0.0020832642912864685,0.004732221364974976,0.1751023679971695,0.218642458319664,0.2470719963312149,0.2272355556488037,0.1408850997686386,,,,,,
unknown,Sure.,188,193,13.1541815,13.313091,0.99902344,0.47043246,0.024196110665798187,0.010889549739658833,0.021427784115076065,0.010312811471521854,0.000676266907248646,0.008966830559074879,0.041853006929159164,0.005598941817879677,0.0702606812119484,0.020661236718297005,0.4096798002719879,0.2189180999994278,0.07867126911878586,0.2182428538799286,0.015542659908533096,0.13647113740444183,0.005851269233971834,0.1677362471818924,0.0023468269500881433,0.002967475214973092,0.000717518909368664,0.004989248234778643,0.10197681188583374,0.0014700553147122264,0.0034709786996245384,0.009686657227575779,0.1920296996831894,0.013811283744871616,0.0010347046190872788,0.04629157856106758,0.007588955573737621,0.11773871630430222,0.0016508044209331274,0.0002004426933126524,0.66459721326828,0.02076912112534046,0.012644506990909576,0.0023415160831063986,0.0011503647547215223,0.03420589119195938,0.015866724774241447,0.017924904823303223,0.004264785908162594,0.0012999724131077528,0.013327653519809246,0.09886167198419571,0.0021795902866870165,0.0017838341882452369,0.0038107812870293856,0.027782076969742775,0.01646723411977291,0.007221353240311146,0.015393788926303387,0.003910361789166927,0.007029151078313589,0.008502775803208351,0.018128294497728348,0.2529124319553375,0.22852692008018494,0.20185373723506927,0.1859065294265747,0.07643702626228333,,,,,,
unknown,"So if you had it or given a binary tree, usually given as",194,251,13.710363,17.229637,,,0.005445767194032669,0.0026146050076931715,0.015623168088495731,0.013278222642838955,0.0013784741749987006,0.0173085555434227,0.03541005402803421,0.002646273234859109,0.03487977385520935,0.023585118353366852,0.17706730961799622,0.5141229033470154,0.10767100006341934,0.22019119560718536,0.016644736751914024,0.02739492803812027,0.005667390301823616,0.2690645754337311,0.002225313102826476,0.005429612472653389,0.0011652231914922595,0.007420244626700878,0.06754028797149658,0.0014093731297180057,0.0017150325002148747,0.004866671282798052,0.20156356692314148,0.013303386978805065,0.0004267999029252678,0.050066255033016205,0.008437320590019226,0.010193895548582077,0.0008321283385157585,0.0004917637561447918,0.5885918736457825,0.00761762447655201,0.0027994662523269653,0.0020861956290900707,0.001121021225117147,0.011597632430493832,0.014837976545095444,0.003186585148796439,0.001582498662173748,0.0005310184205882251,0.01386447437107563,0.031955864280462265,0.0017673317342996597,0.001043430995196104,0.003994283266365528,0.008786942809820175,0.005521318409591913,0.008948461152613163,0.011394361965358257,0.0012387572787702084,0.0017424619290977716,0.002709771506488323,0.00989976990967989,0.44967442750930786,0.24513672292232513,0.11832785606384277,0.08873022347688675,0.04836643859744072,,,,,,
unknown,"list of nodes and their children, you would wanna start at the route and basically create a stack data structure and push the nodes going down the stack all the way down to all the way down the left sub until you reach a leaf.",252,478,17.699718,29.945002,,,0.023391610011458397,0.006323099136352539,0.051680922508239746,0.007313100155442953,0.006559924688190222,0.09851648658514023,0.0022871890105307102,0.010577403008937836,0.0058298115618526936,0.022392284125089645,0.1066606268286705,0.638267993927002,0.06821224093437195,0.25875046849250793,0.07481430470943451,0.009840494953095913,0.0009340184624306858,0.16834470629692078,0.01519332081079483,0.08911681175231934,0.008261269889771938,0.005068930797278881,0.011392866261303425,0.00027625876828096807,0.0013901302590966225,0.010457050055265427,0.02289661578834057,0.02647978998720646,0.0009699052316136658,0.0021823118440806866,0.0008358444320037961,0.006959917023777962,0.0007337512797676027,0.0010433777933940291,0.27341222763061523,0.000923259009141475,0.0033261317294090986,0.01323525421321392,0.0014288652455434203,0.009989794343709946,0.06645722687244415,0.0013401516480371356,0.0008556571556255221,0.002013840014114976,0.013807226903736591,0.018355295062065125,0.0009159184992313385,0.0022257203236222267,0.008804824203252792,0.0032042169477790594,0.013100857846438885,0.009224437177181244,0.009849307127296925,0.006856153253465891,0.009166148491203785,0.008796711452305317,0.018097467720508575,0.8253880143165588,0.05631628632545471,0.026360584422945976,0.019837429746985435,0.018016310408711433,,,,,,
unknown,"And that would be the first note that you would put into your list or wherever you're storing your pre reversal, And then from there, you move up the tree, each time you encounter a parent node, you would want to go through its left sub trees and repeat the process, searching all the leaves.",479,771,30.345001,44.611523,,,0.016496410593390465,0.0036091108340770006,0.07647901028394699,0.010294368490576744,0.0010376123245805502,0.011518523097038269,0.006441470235586166,0.011568635702133179,0.008587629534304142,0.02771681360900402,0.19971920549869537,1.0918341875076294,0.06603395938873291,0.21832431852817535,0.01354859210550785,0.031808219850063324,0.005803469568490982,0.3504694402217865,0.0025748121552169323,0.004252959508448839,0.001091756159439683,0.0035875015892088413,0.01054123230278492,0.00235975650139153,0.0011402068194001913,0.004280115012079477,0.09140530973672867,0.042057350277900696,0.0007153441547416151,0.019089195877313614,0.0024649272672832012,0.013056647963821888,0.0005356795154511929,0.0008811492589302361,0.4448734223842621,0.004046082962304354,0.0011212181998416781,0.008381301537156105,0.0009143817005679011,0.010650016367435455,0.08407171070575714,0.009289269335567951,0.0008737919270060956,0.0005204186891205609,0.003959502559155226,0.07261159271001816,0.0016545993275940418,0.0009300854871980846,0.005729469936341047,0.019958730787038803,0.004820905160158873,0.0034739964175969362,0.04204097017645836,0.0057408674620091915,0.0073921214789152145,0.005770403426140547,0.010520197451114655,0.8750038743019104,0.04318322241306305,0.016907453536987305,0.014527938328683376,0.015436852350831032,,,,,,
